z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,engine_temp,vibration,oil_pressure,rpm,battery_voltage,reconstruction_error,is_anomalous,diagnosis,diagnosis_text,severity
-1.337271,-0.31532896,-1.1895399,-1.7129283,0.25329474,0.38070437,1.912422,1.2795608,0.22259782,-0.28067642,1.8792,-1.3546383,-0.45168245,-1.3319358,-0.70323503,0.867394,-0.14615697,1.3370355,0.9639904,0.9711272,-0.8303396,-0.8925088,-0.31630808,-3.2961457,-0.38848773,0.1118774,0.6293394,2.6241314,-1.2916409,0.32091895,0.5461361,0.48570538,89.89369927586114,2.6220876345130604,96.46305036806814,1177.111788050502,12.07543331375306,0.000354497,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.14166635,-0.5351896,-0.61701083,-0.9872086,-1.9513996,-0.75522834,0.389372,1.3581134,0.3775869,-0.05680437,1.5432384,1.0476689,0.14142549,-0.1181638,0.94867694,1.0204539,-0.32448652,-0.27468723,0.55273664,1.4700578,-0.836077,-0.8354044,-0.692734,-0.6819795,-0.31071994,0.06880936,-0.826617,1.8748026,0.19850288,1.9096432,2.6138802,-0.26392567,74.69529622378504,3.402706375501225,46.72871086417021,1908.096193644781,13.633278579938064,0.00029515038,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.77383494,-0.33247858,0.09947333,-3.273159,0.8225979,0.6457737,0.27747586,0.5257168,-0.79230183,0.5991166,0.043559305,0.8934336,0.14223312,-2.3368292,-0.7687988,-0.5804612,2.0784197,1.9694027,0.69400233,0.2949851,-0.4395419,-0.668321,-0.15349256,-3.3918903,-1.382042,-0.6127374,1.5818802,4.0403175,-1.1580349,2.2457514,1.6790581,2.071512,98.13064286665058,7.738828849463001,73.24213037466998,668.0040714979707,14.533368794821838,0.00036594534,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.27714342,-0.3360419,-0.22387117,-2.1088653,0.6611935,0.61847097,0.66360474,0.552071,-0.07225868,0.6070272,0.24794698,-0.06367465,-0.47069377,-1.8362443,-0.9320201,-0.26983422,1.3163247,1.1344235,0.42523873,0.26672363,-0.4417362,-1.0593853,-0.18001808,-2.7608507,-0.7785147,-0.3244629,0.9349486,2.8208492,-1.0405314,1.2389553,1.0988829,1.224687,99.74174233066864,4.299471270842276,79.91542681051719,894.0864562161703,13.819237388859715,0.00043921842,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.387704,0.078680724,-1.3217193,-2.332334,0.6420056,0.7755286,1.756307,1.1191641,-0.63451266,-0.36701176,1.574886,-0.12564473,0.46848214,-1.2938864,0.37062374,0.95196974,-0.8771989,2.1467311,1.3363801,0.77615863,-0.5417032,-0.039559357,0.4346841,-2.266191,-0.19808441,-0.44763342,0.5587637,1.9289284,-1.1006105,0.86589855,0.59724236,0.49168596,92.08562288280888,8.349738757327673,85.33398110848724,1392.3138739872452,12.084263137871805,0.0005169378,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.26661688,-0.5492327,-0.593376,-3.1060445,0.31353056,1.9863461,0.6124795,1.6208161,-0.27135018,1.4283217,0.5329213,1.8332319,-0.48325068,-2.1005666,-0.7432481,-0.22522362,1.0401068,1.9528954,-0.20752019,0.4081037,0.21958901,-1.6286405,0.6490686,-2.1373708,-0.23743549,-0.62299734,0.98319083,3.2634306,-0.5306868,2.948161,3.3521948,1.7044535,100.82212371174556,8.391752751224843,94.96272864364478,1461.81034084284,14.916852859731984,0.00026629542,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.422299,-0.08198641,0.2802611,-3.4522326,0.3141523,-0.5161979,-0.14641018,0.23706008,-1.1918174,-0.034553148,-0.043339796,1.3482543,0.91517746,-2.1013443,0.029112091,-0.22786993,2.0027897,1.7910577,1.3427644,0.5817904,-0.81122077,0.10109078,-0.5568894,-3.148016,-1.873141,-0.7808092,1.2637464,4.128425,-1.0818126,2.5141191,1.5548484,1.9209965,90.64910278633452,8.733701355204227,45.56050961845375,655.8648941354991,14.487309700577196,0.0011550741,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
-0.33048207,-0.47123635,-0.24862832,-2.47828,0.27046013,1.1974156,0.38337573,1.3365723,-0.6212026,0.47650495,0.64923954,1.1003118,0.10783689,-1.3525425,-0.5976061,-0.36996284,0.7075169,2.0750773,0.15844385,0.46564215,0.18117878,-0.5689358,0.31308186,-2.1280506,-0.6555866,-0.30325162,1.1781392,2.5928147,-0.46019343,2.0514631,2.0130436,1.5694253,90.65050752576168,9.400986153316335,88.08325489424134,1164.7378501312046,14.110214551681164,0.00026758172,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.25879937,0.17168929,-1.0831746,-1.8979288,-0.45895275,-1.3931879,1.2527761,0.26093102,-0.14380969,-1.0966761,1.173035,0.04767053,0.8477755,-0.70700455,1.6230348,1.7072989,-0.7532489,-0.03892796,2.1512423,1.3698677,-1.638708,0.059900887,-0.52169436,-1.6577123,-0.8239288,-0.6363735,-0.60590166,2.058853,-1.0264133,0.71426135,0.57494897,-0.55631053,87.21353471016144,3.5420661435294094,30.677853918293927,1509.062539454325,12.051968960363888,0.00015322513,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.17549585,-0.19530699,-0.4857484,-2.7524838,-0.23156798,0.57678795,0.10462797,1.0325888,-0.7756352,0.20266303,0.5230973,2.2614868,0.56971055,-1.1165305,0.63808197,0.1426658,0.17953102,1.584687,0.5308431,0.60782886,-0.017046377,-0.19050258,0.19448695,-1.0028945,-0.49733022,-0.8154392,0.2957649,2.3208158,-0.018716536,2.7356696,2.7126853,1.0587394,89.09604761314384,10.830105384717225,56.24058510540979,1577.117591185989,14.320701026584278,0.00027128943,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
-0.09782341,-0.9392189,0.031723395,-1.5491016,-1.5577185,0.42601436,-0.13523357,1.8361052,0.13037409,0.48112682,1.1777661,1.2023671,-0.20839056,-0.6726327,-0.54234457,0.010693099,0.6489663,1.1270038,-0.366068,1.1313756,-0.045491643,-1.0554758,-0.61198413,-1.642514,-0.66034025,0.38040563,0.5659039,2.797927,0.05445157,2.544777,3.045044,1.2783997,74.90985371645621,6.12822186294794,79.63491285265609,1493.766774669972,14.737139213009538,0.00023509352,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.02521259,0.093288645,-0.6994931,-4.683101,0.77192676,0.36828542,0.7274794,0.9889603,-2.4009097,-1.0831028,1.0558102,2.3008544,2.056004,-1.7377714,1.1735274,0.2629393,0.26199016,3.6893845,2.1214035,0.9158488,-0.35803062,1.1079234,0.36315274,-3.1640487,-1.751908,-1.16419,1.3980521,3.841522,-0.967339,3.0773828,1.9195759,1.9495329,83.97897387894628,16.235973386877546,57.429387664727685,1048.7425298721928,13.387185843523335,0.0019426818,1,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,medium
1.1177375,0.22897021,-0.26251525,-2.7733462,0.6499365,-0.9615436,0.75318223,-0.24846391,-0.83768487,-0.7367222,0.020076185,0.10286931,0.83402485,-1.8840497,0.5987396,0.44901043,1.1766266,1.0909024,1.9602369,0.55291575,-1.1961366,0.30680978,-0.6545899,-3.0469437,-1.6509901,-0.6261448,0.68802047,3.2370381,-1.5098423,1.1599369,0.17535889,0.95831335,95.19098206409106,5.888701431165229,39.38780091173057,730.3872158527167,13.02895668806067,0.0005647772,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.6985012,-0.5506207,-0.26224077,-1.4217762,-0.28965095,0.5768101,0.6130212,1.3268211,-0.350796,-0.016865827,1.154554,0.05952555,0.030480683,-0.6693594,-0.64099497,-0.026721112,0.1665359,1.6347392,0.3164807,0.7865775,-0.11212921,-0.30561182,-0.1553042,-2.1051657,-0.58695877,0.17327912,0.9378953,1.9718925,-0.5093787,1.1464082,1.1693795,1.0666847,82.32951952179396,7.03620498262443,90.0538015767255,1197.7557810911123,13.327896603524492,0.00018716413,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.2392446,0.22798292,-0.13643742,-2.7988684,0.3667444,-1.1382133,0.5028003,-0.16555196,-1.013237,-0.84826386,0.058627144,0.479968,1.0472175,-1.6848782,0.7479508,0.43367857,1.1428875,1.1456679,1.9999707,0.6889163,-1.1454448,0.50218576,-0.6744969,-2.8270538,-1.8005651,-0.63459754,0.64616096,3.2620318,-1.308869,1.4590632,0.4301676,1.0018625,90.86490808512264,6.816801792720503,33.219716681215246,780.2984758071699,13.184358725177884,0.00074988813,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.9411668,0.25099522,-1.5503557,-2.846147,0.2599177,-0.2689359,1.1848177,0.22638652,0.20780933,0.56076723,0.6153432,1.8047777,0.043641582,-1.8277913,1.9705455,1.6688602,-0.15341918,-0.48584032,1.6074649,0.6166037,-1.4861515,-1.213821,0.082587436,-0.4918327,0.21289593,-1.9500353,-1.291989,2.002865,-0.5602511,2.1373193,2.1647198,-0.5097522,106.64360470185687,3.912458853485481,24.73135668207315,1927.1282298207664,13.456885043266997,0.0004319491,0,low_oil,Low oil pressure: pressure drop combined with rising temperature,normal
-0.03773387,-0.67715037,-0.010817423,-0.73953116,-0.9920522,-0.12681763,0.3102922,1.1320323,0.43066517,0.267004,1.0157746,-0.148559,-0.48622626,-0.5880377,-0.7628231,0.13427061,0.6965015,0.34117168,-0.0135988295,0.86726815,-0.45639282,-1.0088675,-0.69188356,-1.7943639,-0.5944332,0.41015843,0.39347836,2.0690808,-0.42144012,1.0486957,1.5104079,0.6288678,80.89504282882301,2.38428540790312,77.39786209332017,1265.1474483456009,13.758941421057187,0.0003646201,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.8352062,-0.50560963,0.29005402,-1.7376596,-0.62837976,-0.16592574,-0.25637645,0.59177244,-0.0947435,0.3400652,0.22664583,0.76171523,-0.10694888,-1.1989621,-0.42861992,-0.10968296,1.4153554,0.6920411,0.26665634,0.65477026,-0.56320536,-0.63258207,-0.69423795,-1.9461769,-1.0284721,-0.13698055,0.64211017,2.8572757,-0.47291002,1.8583846,1.7929951,1.2362818,86.70728101408817,4.84617674845849,58.23576771131272,1043.558244743995,14.511643100140931,0.000713214,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.8892051,-0.27681932,-1.507943,-1.4269406,0.11842,0.6228614,1.7017789,1.2476299,0.8520072,0.6736468,1.4641484,-0.5385029,-0.95048606,-1.4918517,-0.32971442,1.0659004,-0.16041423,0.14632653,0.34869453,0.5940388,-0.6592262,-2.0248585,0.10111123,-1.8244185,0.5241658,-0.27137905,-0.21341932,1.841439,-0.91767174,0.78293824,1.6059284,-0.011891723,100.0423994963284,0.7698318441033842,87.44905711918648,1672.8540704081086,12.857326414000111,0.0001700496,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.021384541,-0.03167203,-0.3973146,-1.8666704,-0.40255332,-0.48420697,0.41941705,0.6894302,-0.9798091,-0.88959736,0.82258,0.7866963,1.1195713,-0.41999134,0.79180044,0.5567977,-0.3909686,1.3933783,1.4081382,0.95478857,-0.62078005,0.7125281,-0.16490403,-1.5367855,-1.022001,-0.35452566,0.27073133,1.8174477,-0.41326785,1.3710544,0.8503925,0.5132202,79.44725403501104,9.212005346991107,50.37710516894703,1297.1847576351977,12.904117138105285,0.00028143733,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
1.4936678,-0.46906734,0.4815352,-1.8658926,-1.5450048,-1.5792912,-0.4882509,0.51709205,-0.21750045,-0.45833138,0.6153426,0.77551705,0.5138589,-0.8745774,0.092320174,0.31492782,1.3791113,0.3580773,1.0460536,1.3457184,-1.2088885,-0.15308495,-1.5346082,-2.3466341,-1.8677174,0.1355851,0.32618868,3.5237682,-0.5436305,2.0821452,1.8233774,0.927856,73.63354818344317,4.123241267146279,33.23296776256648,1034.1405524318816,14.286456268947406,0.0011046504,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.6383794,-0.7887242,-0.62139297,-0.67770004,-1.3564578,0.38190398,0.8134461,1.7690662,0.8187067,0.607582,1.6173716,0.150723,-0.7889153,-0.60272443,-0.49529794,0.60229844,0.1675874,0.17665717,-0.36025718,1.1105093,-0.25111085,-1.7140137,-0.4220714,-1.3608568,0.07854948,0.45562333,-0.09278605,1.9608539,-0.26168242,1.4802184,2.4657261,0.2890473,82.00029920714941,1.7380017325778392,87.34372663771084,1737.2147751050998,13.715308156503266,0.00019312571,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.020200443,-0.74531186,-0.43509167,-0.58232844,-1.9624121,-0.3526017,0.51563454,1.5430088,0.95845544,0.3683436,1.5527776,0.49689713,-0.50121796,-0.41170245,0.15272942,0.79559207,0.17343676,-0.44734487,-0.06126938,1.3052793,-0.68080467,-1.5584983,-0.77447873,-1.0527846,-0.14177035,0.457893,-0.539044,2.0990477,-0.061698005,1.6996144,2.6612604,-0.0560069,76.70248850571383,0.7999678116504922,64.75145907510849,1814.522473021616,13.846344649506475,0.00025538652,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.75929385,0.5157965,-1.121206,-3.2654,0.89821404,0.24602577,0.87791973,0.057589117,-0.43281397,0.30145288,0.067475826,1.8823512,0.35089314,-2.0179877,1.5084499,0.86818063,0.20497167,0.7896319,1.5212572,0.23645066,-1.0074316,-0.48075378,0.3022049,-0.98766065,-0.1747888,-1.8614306,-0.3204547,2.120432,-0.7284402,2.0387423,1.6411276,0.29193175,107.7212434384975,7.464359085715225,34.73307751535695,1541.914327367957,13.542915164038288,0.00022543354,0,overheating,Engine overheating: extreme temperature (>105°C) with high vibration,normal
0.7108071,-0.3304959,-0.07561895,-3.3521562,1.1128755,0.9035295,0.5440399,0.51879,-0.63263243,0.8193757,0.010706276,0.6972628,-0.13765505,-2.6010306,-0.92684096,-0.60686994,2.121927,1.9469436,0.65263164,0.18434913,-0.4419174,-0.9847136,-0.03599961,-3.5968544,-1.2473187,-0.66162276,1.5777373,4.1088924,-1.2998781,2.1694016,1.6605431,2.057837,102.90946297779952,6.880877947600924,78.1691439592445,665.4421196417097,14.472546266892774,0.00043000124,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
-0.95522285,0.40679067,-1.9450232,-2.6723902,0.6329993,-0.4604923,2.3741217,0.5810066,-0.16055298,-0.97244877,1.7953342,-0.76610416,0.48367023,-1.6114913,1.2162125,2.0936368,-0.9694837,0.98238444,2.4758546,1.1477429,-1.5832062,-0.21832466,-0.21062867,-2.923769,-0.46432084,-0.77918833,-0.13590533,2.770875,-1.7956213,0.2546785,0.14478898,-0.34432968,96.0272297559357,3.5306959636337814,59.80425237029719,1392.3319328776672,11.168454087261004,0.00071310776,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.34707388,-0.024616905,-1.5398957,-1.6937363,0.47051722,0.25288805,1.5397111,0.73823416,0.6804294,0.573373,1.0179607,-0.16172479,-0.67347175,-1.6302903,0.28484237,1.2586205,-0.14083157,-0.1655262,0.79236764,0.37747386,-0.9351786,-1.7720376,0.12911943,-1.4066523,0.47571403,-0.7582023,-0.49411583,1.6347276,-0.92825806,0.75234663,1.3467262,-0.25425798,105.18277855130351,1.2396631255188868,67.74794387867944,1668.9622846313346,12.872357605882558,0.00044697965,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.33774498,0.24923097,-0.8264849,-2.8096068,1.1839978,-0.51744527,1.5462964,-0.087506264,-0.3884714,-0.7004387,0.45196965,-0.7396017,0.41969895,-2.1936831,0.34662694,0.915708,0.6678174,1.1358204,2.0446804,0.51909965,-1.24024,-0.1638422,-0.53268135,-3.4580715,-1.2521256,-0.6513722,0.516809,3.1368392,-1.8589001,0.48360085,-0.23307091,0.60456073,102.06332403580616,4.168732865500767,56.392477828433165,791.8286269711839,12.278824551241843,0.0003667782,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.54213905,-0.53209597,-0.30970055,-1.3626292,-0.47414002,-0.3276888,1.0518558,1.1146687,-0.08807188,-0.6143882,1.563995,-1.1743727,-0.03274616,-0.79849344,-0.82526946,0.47048974,0.4188129,1.2527163,0.97765434,1.2646391,-0.8914734,-0.3007213,-0.8894125,-3.4105499,-1.2761031,0.4470263,0.92222846,2.9118555,-1.1769978,0.51165223,0.4440182,0.73320085,77.5361591986581,3.124126472276413,85.62046436072015,919.9815109744902,12.56305736782056,0.00054737483,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.2370733,0.15507637,-1.872767,-2.6774435,0.9187582,1.4420582,1.8541924,1.3126473,-0.10391317,0.7726369,1.4200912,0.7604575,-0.26572326,-1.8431998,0.55041575,1.1650484,-0.7395505,1.3870614,0.8579575,0.3815758,-0.46004757,-1.3219019,0.92058706,-1.3730409,0.77465564,-1.0338882,-0.038278952,1.6949309,-0.9730262,1.374967,1.8957582,0.17849898,106.3056144228533,6.595499279493227,85.57322305975019,1835.3724318130287,12.81695173054852,0.000117203905,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.78644794,-0.60800946,0.35038912,-2.924607,0.20915073,0.48095214,0.056914154,0.7651936,-0.64552736,0.5292364,0.27720174,0.669499,0.019980595,-2.0511498,-1.0960501,-0.5842098,2.2429183,1.8651142,0.48574856,0.5545338,-0.45723853,-0.6811697,-0.561417,-3.578351,-1.5607392,-0.31054676,1.6811178,4.2483063,-1.0904381,2.2729979,1.876064,2.1908758,91.1652218411324,6.839499173942958,76.95760520201979,628.9038018727532,14.70004656092284,0.0004564397,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
1.2715472,0.038134873,-0.78745914,-2.2774415,-0.13395259,-0.28562364,0.52586687,0.05987375,0.36665955,0.6818826,0.14007048,1.5562977,-0.26635268,-1.6520696,1.0954635,0.9193983,0.539052,-0.5102788,1.0137573,0.5039479,-1.1672311,-1.2263838,-0.21531872,-0.65809387,-0.22236806,-1.3592403,-0.9469291,2.1495953,-0.43121892,2.1085858,2.1256526,-0.06497434,102.48194286099896,3.2367229490043994,28.32507634285305,1654.070771882974,14.064654411240046,0.00058705354,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.1048841,0.09349243,-1.6563983,-2.478505,1.254775,0.6771327,2.180166,0.79770833,0.23277782,0.06699343,1.3950909,-0.99217755,-0.4375947,-2.0999234,-0.20258257,1.1768165,-0.24532603,1.2299526,1.271609,0.52562606,-0.8868267,-1.3338699,0.18695277,-2.964119,0.02011557,-0.5714791,0.22182247,2.5195432,-1.5291315,0.37258998,0.5629841,0.24123737,105.64698259077603,2.9451094048889592,87.29801165112805,1263.5007273725928,12.073963993164629,0.00048957916,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.6493088,0.58793765,-1.4752499,-5.0629015,1.434954,0.7065179,1.7668772,0.87558407,-2.3830528,-1.2184969,1.4997945,1.9036568,2.060395,-2.1381495,1.8663608,1.1335208,-0.6261694,3.9856791,2.7846658,0.9100014,-0.7599233,1.2260014,0.838545,-3.270582,-1.3748788,-1.6559963,1.0941188,3.5999563,-1.560173,2.5693316,1.2604779,1.388769,93.3141232153415,16.258985899894327,60.494961653397695,1224.8855641224627,12.253523897429377,0.006192277,1,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,critical
0.96048665,-1.0119511,0.8088883,-2.1229703,-1.1570834,-0.384274,-0.33077723,1.1366707,-0.25662577,0.18586925,0.8370658,0.08106391,-0.1250804,-1.4520943,-1.495698,-0.29114246,2.394811,1.3529056,0.31414554,1.2787446,-0.74146134,-0.7283219,-1.5644226,-3.8998115,-2.0280926,0.39199796,1.5046092,4.605781,-0.9713432,2.1209013,2.0326874,2.078462,75.04130291241073,3.840363124560178,75.89474177693022,610.2745095274818,14.791502917864465,0.00039519952,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.12849598,-0.3615839,-0.44528145,-1.51013,-1.2229816,-0.1951664,0.082829386,1.1054263,-0.18060628,-0.025580019,0.96393406,1.5255057,0.41897154,-0.29787952,0.7779964,0.46105313,-0.26136902,0.54072124,0.43851003,1.0325758,-0.37300295,-0.38477325,-0.25983226,-0.54428405,-0.39981115,-0.23068617,-0.41152072,1.6846626,0.28501225,2.1409988,2.4004369,0.24890068,79.21295603568761,7.066567004298081,49.36750882038491,1746.692955182835,13.907046356037728,0.00016625503,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
-0.34302634,-0.6491546,-0.40100574,-1.0868349,-0.43855056,0.059002943,0.95235413,1.1814978,0.62416506,0.26215026,1.258764,-1.0665753,-0.8470366,-1.1049564,-1.2560163,0.2616022,0.81882155,0.48803934,0.19192693,0.93814206,-0.73168194,-1.400979,-0.7262527,-2.8927364,-0.6475129,0.37842354,0.5624655,2.6273177,-0.94646585,0.66720104,1.1526275,0.6664006,87.10752981912833,0.3555164219577957,90.3075983494394,1103.1878507982256,13.24723093766898,0.00010766219,0,normal,Normal operation: all sensor values within safe operating ranges,normal
0.19657856,-0.39839476,-0.44607008,-2.0978954,0.25389686,1.133248,0.4961404,0.85228205,0.13298704,1.1703691,0.17933188,1.0056436,-0.6567437,-1.7157339,-0.5960521,-0.10066654,0.9964086,0.8403726,0.0021492243,0.19974388,-0.2277386,-1.5098944,0.31071085,-1.6351988,-0.17584492,-0.53500444,0.5005726,2.443798,-0.579592,1.9787832,2.259417,1.0705367,102.04066256640976,5.1686510050094965,77.43623132463573,1356.898498032377,14.46640587088077,0.0005012086,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.6522871,-0.14237472,-0.66734076,-2.2218022,-0.28738758,-0.40597987,0.5106123,-0.048046455,0.7231112,0.9554727,-0.009031225,1.225636,-0.67270434,-2.0700626,0.6632501,0.83445054,1.1443974,-0.9029415,0.9013457,0.4931813,-1.3718446,-1.7684921,-0.5145574,-1.1669742,-0.42603156,-1.15165,-0.96332514,2.773115,-0.68563265,2.2107453,2.3535743,0.09502511,104.80235011326734,0.7179829401891504,29.536144412745955,1547.9280645081988,14.401658659942456,0.00041263696,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.6288381,-0.11964254,-1.0002086,-1.4267449,-1.3372833,-1.0746228,1.3522838,1.1787713,-0.30642048,-1.304331,2.0729482,-0.24520226,0.82210195,-0.073943436,1.2114556,1.6661872,-1.1869314,0.6713639,1.9527032,1.7595372,-1.4262662,0.3702648,-0.68034,-2.127587,-0.96794933,0.010657322,-0.13828579,2.2225494,-0.8954322,0.8126306,0.9152696,-0.33147028,70.60082731181816,4.758373201278473,52.32768668610245,1583.5706071658897,11.8084874516852,0.00047017742,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.0551755,0.26681292,-2.2354693,-7.0414314,1.6412246,2.719741,1.9646815,2.080025,-2.3997638,0.27471268,1.835424,4.4406323,1.4567991,-3.237053,2.0984523,0.9839355,-0.3652632,4.642919,1.775643,0.72217244,-0.02868624,-0.24285176,1.743839,-2.7221441,-0.23143649,-2.4354515,1.0298533,4.366851,-0.95208335,4.83392,4.610887,2.0593438,106.0403947068332,20.49462621490681,79.12305698819482,1937.6515915392383,13.886266219552237,0.013323625,1,overheating,Engine overheating: extreme temperature (>105°C) with high vibration,critical
0.81150216,0.17948861,-0.56903076,-1.9702985,-0.49203435,-1.544959,0.648171,0.023958229,-0.38207278,-0.99382275,0.6755059,0.5379806,0.89792025,-0.7574072,1.4028769,1.0930601,-0.16784048,0.12290527,1.9487349,1.2346077,-1.4142772,0.22749111,-0.5736614,-1.5198697,-1.1739929,-0.5932265,-0.44638374,2.1801367,-0.7516859,1.1324252,0.7111014,-0.19314632,86.54255100847466,4.819145846733146,23.68677719788812,1344.355342684487,12.719585029056194,0.00018855106,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.72458214,-0.7828009,-0.4655584,-1.0145515,-0.8795609,-0.036429588,1.229,1.5728346,0.6226264,-0.028782684,1.8801467,-1.2383658,-0.77218854,-0.8496917,-1.2552181,0.508112,0.53504485,0.6892466,0.3321689,1.3386956,-0.86549956,-1.2902701,-0.8987471,-3.1953435,-0.76286954,0.6324181,0.63009524,2.8596237,-1.019591,0.67301464,1.2391641,0.6383449,78.99388758266117,0.1370867736181475,96.45692411171572,1160.1712145114568,12.904596047550484,0.0003172694,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.7910578,-0.6411616,-1.0916018,-0.59772617,-1.9883333,-0.42259127,1.4300767,1.9690405,0.90109366,-0.051591255,2.3970199,-0.26473063,-0.44292784,-0.32829988,0.42125213,1.7098477,-0.5390471,-0.41755676,0.44104117,1.5718608,-1.0812721,-1.397175,-0.80746675,-1.5232221,0.063137524,0.45520645,-0.58824134,1.9971641,-0.5078405,1.0735205,2.1689494,-0.41191512,74.9193065352027,-0.2198958843348649,74.12429027457031,1934.2114058513207,12.611147648761593,0.00026713655,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-1.3786279,0.07508144,-1.6280762,-1.9632907,-0.13295424,-0.2827835,2.1248372,1.1317617,-0.26669735,-1.0458758,2.177233,-0.7575129,0.48761356,-0.9196433,0.93538797,1.7804626,-1.2461613,1.1831384,2.0275364,1.3542613,-1.294438,0.0136846565,-0.26191908,-2.6508915,-0.43342414,-0.3117015,0.10211814,2.391703,-1.371283,0.4093883,0.46556196,-0.181786,84.29333349602685,4.620699300699995,70.68210517225187,1499.443557938563,11.31603965580664,0.00035591348,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.6081166,0.050558507,-0.36475402,-2.7108488,0.5591117,-0.21455264,0.47090796,-0.24059169,0.103757046,0.6360598,-0.4012827,0.7121627,-0.37211972,-2.5202422,0.071639575,0.25383437,1.7238897,0.1661043,1.0013614,0.23680411,-1.213015,-1.2845789,-0.4596029,-2.3653152,-0.92158693,-1.018854,0.084824294,3.291271,-1.2039466,1.9287868,1.5468214,0.9334976,107.66874039030728,2.581542959897338,41.81891138866237,1017.005234472267,14.300673585243867,0.0005781337,0,normal,Normal operation: all sensor values within safe operating ranges,normal
1.5911998,-0.3186232,0.31212282,-1.6833158,-0.9345238,-1.7639911,0.20655435,0.096086584,0.17024502,-0.5557804,0.50826776,-0.57734174,0.12737754,-1.3343517,-0.30137014,0.48279446,1.6452055,-0.14322111,1.3222975,1.1921941,-1.4974084,-0.5043338,-1.6396077,-3.213278,-2.0097358,0.2606808,0.30790767,3.6049812,-1.4512718,1.0677352,0.765429,0.6259585,83.06762804371537,0.2353687992057827,39.45442806592135,777.478431333491,13.54462446886825,0.00038151554,0,normal,Normal operation: all sensor values within safe operating ranges,normal
-0.9072745,-0.6424987,-0.8969261,-2.150202,-0.41639772,1.5940392,0.76722646,2.0250947,-0.03974258,0.98524344,1.2710198,1.6331688,-0.36518943,-1.2213732,-0.34298548,0.08373931,0.091122314,1.5568973,-0.3812807,0.72654885,0.37789682,-1.4403365,0.55081964,-1.338056,0.15955427,-0.19156657,0.48444727,2.2961142,-0.10907085,2.6186845,3.2960656,1.0604256,91.05557312459293,8.067867657205946,95.12080487261326,1779.5420788049207,14.389604860118173,0.00038954234,0,bearing_fault,Bearing fault: excessive vibration or vibration with RPM instability,normal
0.6753952,0.21915726,-0.44433606,-1.9956679,0.57594746,-0.45192313,0.6200127,-0.10949984,-0.29270005,-0.28055897,-0.03896761,0.33451802,0.33417654,-1.4074591,0.6212016,0.40682548,0.5227881,0.57567376,1.2150185,0.30083382,-0.8522865,-0.14112669,-0.21771686,-1.6102259,-0.738202,-0.69771034,0.17689645,1.8379428,-0.8743435,0.90565616,0.3656179,0.4063081,98.21406291738528,5.255968046584347,44.39896284111494,1107.0686316938527,13.12532676711785,0.00021215065,0,normal,Normal operation: all sensor values within safe operating ranges,normal
